Login,IsLegalUser,AuthenticationMethod,IsAuthenticated,N,H_Score,DU_Score,UU_Score,DD_Score,TotalAuthenticationScore
s056,False,NormalizedManhattan,False,2,0.056,0.22,0.186,0.191,0.16325
s056,False,NormalizedManhattan,True,2,0.039,0.153,0.124,0.127,0.11075
s056,False,NormalizedManhattan,True,2,0.037,0.183,0.146,0.143,0.12725
s056,False,NormalizedManhattan,True,2,0.034,0.138,0.132,0.128,0.10800000000000001
s056,False,NormalizedManhattan,True,2,0.025,0.117,0.103,0.114,0.08975
s056,False,NormalizedManhattan,True,2,0.07,0.129,0.106,0.12,0.10625
s056,False,NormalizedManhattan,True,2,0.03,0.163,0.135,0.132,0.115
s056,False,NormalizedManhattan,True,2,0.046,0.153,0.123,0.126,0.112
s056,False,NormalizedManhattan,True,2,0.07,0.119,0.096,0.099,0.096
s056,False,NormalizedManhattan,True,2,0.053,0.134,0.086,0.12,0.09825
s056,False,NormalizedManhattan,True,2,0.037,0.14,0.1,0.107,0.096
s056,False,NormalizedManhattan,True,2,0.026,0.136,0.107,0.128,0.09925
s056,False,NormalizedManhattan,True,2,0.046,0.2,0.165,0.171,0.14550000000000002
s056,False,NormalizedManhattan,True,2,0.018,0.189,0.15,0.16,0.12925
s056,False,NormalizedManhattan,True,2,0.016,0.16,0.13,0.137,0.11075
s056,False,NormalizedManhattan,True,2,0.065,0.183,0.137,0.135,0.13
s056,False,NormalizedManhattan,False,2,0.039,0.224,0.175,0.165,0.15075
s056,False,NormalizedManhattan,True,2,0.031,0.15,0.12,0.131,0.108
s056,False,NormalizedManhattan,True,2,0.023,0.115,0.087,0.12,0.08625
s056,False,NormalizedManhattan,True,2,0.038,0.188,0.144,0.141,0.12775
s056,False,NormalizedManhattan,True,2,0.04,0.18,0.144,0.144,0.127
s056,False,NormalizedManhattan,True,2,0.046,0.175,0.142,0.153,0.129
s056,False,NormalizedManhattan,True,2,0.056,0.154,0.105,0.147,0.11549999999999999
s056,False,NormalizedManhattan,True,2,0.022,0.168,0.138,0.147,0.11875
s056,False,NormalizedManhattan,True,2,0.04,0.2,0.147,0.16,0.13675
s056,False,NormalizedManhattan,True,2,0.045,0.133,0.108,0.112,0.09949999999999999
s055,False,NormalizedManhattan,False,2,0.066,0.211,0.185,0.181,0.16075
s055,False,NormalizedManhattan,True,2,0.045,0.106,0.085,0.091,0.08174999999999999
s055,False,NormalizedManhattan,True,2,0.039,0.161,0.094,0.094,0.097
s055,False,NormalizedManhattan,True,2,0.029,0.118,0.089,0.082,0.0795
s055,False,NormalizedManhattan,False,2,0.064,0.208,0.165,0.169,0.15150000000000002
s055,False,NormalizedManhattan,True,2,0.072,0.138,0.111,0.113,0.1085
s055,False,NormalizedManhattan,True,2,0.031,0.144,0.112,0.122,0.10225
s055,False,NormalizedManhattan,True,2,0.06,0.147,0.098,0.107,0.103
s055,False,NormalizedManhattan,True,2,0.037,0.178,0.104,0.113,0.108
s055,False,NormalizedManhattan,True,2,0.019,0.142,0.097,0.109,0.09175
s055,False,NormalizedManhattan,True,2,0.034,0.15,0.11,0.115,0.10225
s055,False,NormalizedManhattan,True,2,0.042,0.083,0.062,0.057,0.061
s055,False,NormalizedManhattan,True,2,0.029,0.147,0.105,0.109,0.09749999999999999
s055,False,NormalizedManhattan,True,2,0.07,0.054,0.05,0.05,0.055999999999999994
s055,False,NormalizedManhattan,True,2,0.028,0.083,0.071,0.049,0.057749999999999996
s055,False,NormalizedManhattan,True,2,0.034,0.18,0.124,0.131,0.11725
s055,False,NormalizedManhattan,True,2,0.032,0.166,0.133,0.114,0.11125
s055,False,NormalizedManhattan,True,2,0.026,0.136,0.096,0.102,0.09
s055,False,NormalizedManhattan,True,2,0.033,0.145,0.106,0.094,0.0945
s055,False,NormalizedManhattan,True,2,0.063,0.117,0.088,0.08,0.08700000000000001
s055,False,NormalizedManhattan,True,2,0.047,0.161,0.121,0.121,0.1125
s055,False,NormalizedManhattan,True,2,0.044,0.073,0.062,0.055,0.058499999999999996
s055,False,NormalizedManhattan,True,2,0.04,0.057,0.044,0.055,0.049
s055,False,NormalizedManhattan,True,2,0.069,0.056,0.052,0.062,0.05975
s055,False,NormalizedManhattan,True,2,0.036,0.067,0.041,0.06,0.051000000000000004
s055,False,NormalizedManhattan,True,2,0.045,0.136,0.104,0.095,0.095
s055,False,NormalizedManhattan,True,2,0.059,0.054,0.034,0.046,0.04825
s055,False,NormalizedManhattan,True,2,0.044,0.059,0.055,0.059,0.05425
s055,False,NormalizedManhattan,True,2,0.046,0.145,0.11,0.109,0.1025
s055,False,NormalizedManhattan,True,2,0.044,0.129,0.102,0.099,0.0935
s055,False,NormalizedManhattan,True,2,0.024,0.14,0.1,0.106,0.0925
s055,False,NormalizedManhattan,True,2,0.033,0.089,0.066,0.07,0.0645
s055,False,NormalizedManhattan,True,2,0.049,0.126,0.089,0.094,0.0895
s055,False,NormalizedManhattan,True,2,0.045,0.149,0.087,0.108,0.09725
s055,False,NormalizedManhattan,True,2,0.047,0.069,0.071,0.072,0.06475
s055,False,NormalizedManhattan,True,2,0.05,0.154,0.103,0.087,0.0985
s055,False,NormalizedManhattan,True,2,0.047,0.122,0.091,0.097,0.08925
s055,False,NormalizedManhattan,True,2,0.051,0.243,0.13,0.112,0.134
s055,False,NormalizedManhattan,True,2,0.032,0.105,0.073,0.087,0.07425000000000001
s055,False,NormalizedManhattan,True,2,0.033,0.178,0.146,0.15,0.12675
s055,False,NormalizedManhattan,True,2,0.054,0.05,0.047,0.056,0.051750000000000004
s055,False,NormalizedManhattan,True,2,0.056,0.061,0.056,0.061,0.058499999999999996
s055,False,NormalizedManhattan,True,2,0.063,0.131,0.099,0.096,0.09725
s055,False,NormalizedManhattan,True,2,0.044,0.078,0.067,0.063,0.063
s055,False,NormalizedManhattan,True,2,0.052,0.146,0.122,0.112,0.10799999999999998
s055,False,NormalizedManhattan,True,2,0.061,0.074,0.053,0.068,0.064
s055,False,NormalizedManhattan,False,2,0.059,0.212,0.169,0.177,0.15425
s055,False,NormalizedManhattan,True,2,0.074,0.174,0.111,0.111,0.1175
s055,False,NormalizedManhattan,True,2,0.057,0.2,0.104,0.096,0.11424999999999999
s055,False,NormalizedManhattan,True,2,0.04,0.122,0.091,0.094,0.08675
s055,False,NormalizedManhattan,True,2,0.055,0.179,0.162,0.163,0.13975
s055,False,NormalizedManhattan,True,2,0.09,0.075,0.063,0.072,0.075
s055,False,NormalizedManhattan,True,2,0.051,0.073,0.059,0.063,0.0615
s055,False,NormalizedManhattan,False,2,0.068,0.227,0.172,0.177,0.161
s055,False,NormalizedManhattan,True,2,0.057,0.11,0.078,0.081,0.0815
s055,False,NormalizedManhattan,True,2,0.047,0.102,0.057,0.077,0.07075
s055,False,NormalizedManhattan,True,2,0.045,0.143,0.101,0.112,0.10025
s055,False,NormalizedManhattan,True,2,0.053,0.179,0.13,0.13,0.123
s055,False,NormalizedManhattan,True,2,0.039,0.182,0.156,0.133,0.1275
s055,False,NormalizedManhattan,True,2,0.027,0.122,0.087,0.089,0.08124999999999999
s055,False,NormalizedManhattan,True,2,0.039,0.115,0.071,0.079,0.076
s055,False,NormalizedManhattan,True,2,0.046,0.158,0.119,0.133,0.114
s055,False,NormalizedManhattan,True,2,0.04,0.165,0.109,0.108,0.1055
s055,False,NormalizedManhattan,True,2,0.056,0.133,0.13,0.126,0.11125
s054,False,NormalizedManhattan,True,2,0.048,0.23,0.129,0.138,0.13625
s054,False,NormalizedManhattan,False,2,0.058,0.325,0.195,0.171,0.18725000000000003
s054,False,NormalizedManhattan,True,2,0.048,0.201,0.158,0.14,0.13675
s054,False,NormalizedManhattan,True,2,0.08,0.155,0.132,0.109,0.119
s054,False,NormalizedManhattan,True,2,0.047,0.136,0.094,0.095,0.093
s054,False,NormalizedManhattan,True,2,0.052,0.118,0.108,0.081,0.08975
s054,False,NormalizedManhattan,True,2,0.031,0.205,0.168,0.164,0.14200000000000002
s054,False,NormalizedManhattan,False,2,0.024,0.237,0.177,0.174,0.153
s054,False,NormalizedManhattan,True,2,0.061,0.153,0.1,0.087,0.10025
s054,False,NormalizedManhattan,False,2,0.051,0.23,0.188,0.186,0.16375
s054,False,NormalizedManhattan,True,2,0.027,0.189,0.152,0.147,0.12875
s054,False,NormalizedManhattan,True,2,0.049,0.126,0.113,0.109,0.09924999999999999
s054,False,NormalizedManhattan,True,2,0.023,0.178,0.152,0.136,0.12225
s054,False,NormalizedManhattan,False,2,0.058,0.327,0.129,0.131,0.16125
s054,False,NormalizedManhattan,True,2,0.034,0.192,0.145,0.136,0.12675
s054,False,NormalizedManhattan,True,2,0.079,0.179,0.119,0.109,0.1215
s054,False,NormalizedManhattan,True,2,0.051,0.196,0.134,0.127,0.127
s054,False,NormalizedManhattan,True,2,0.036,0.182,0.153,0.147,0.1295
s054,False,NormalizedManhattan,False,2,0.031,0.227,0.188,0.197,0.16075
s054,False,NormalizedManhattan,True,2,0.034,0.163,0.136,0.127,0.115
s054,False,NormalizedManhattan,True,2,0.075,0.217,0.131,0.131,0.1385
s054,False,NormalizedManhattan,True,2,0.032,0.193,0.154,0.141,0.13
s054,False,NormalizedManhattan,True,2,0.032,0.145,0.128,0.119,0.106
s054,False,NormalizedManhattan,True,2,0.043,0.199,0.177,0.177,0.149
s054,False,NormalizedManhattan,True,2,0.056,0.117,0.099,0.1,0.093
s054,False,NormalizedManhattan,True,2,0.031,0.135,0.083,0.089,0.08449999999999999
s054,False,NormalizedManhattan,True,2,0.068,0.184,0.151,0.158,0.14025
s054,False,NormalizedManhattan,True,2,0.046,0.111,0.096,0.086,0.08474999999999999
s054,False,NormalizedManhattan,True,2,0.033,0.234,0.159,0.146,0.14300000000000002
s054,False,NormalizedManhattan,True,2,0.041,0.158,0.09,0.093,0.0955
s054,False,NormalizedManhattan,True,2,0.077,0.208,0.123,0.121,0.13224999999999998
s054,False,NormalizedManhattan,True,2,0.039,0.192,0.137,0.129,0.12425
s054,False,NormalizedManhattan,True,2,0.053,0.196,0.147,0.135,0.13275
s054,False,NormalizedManhattan,True,2,0.048,0.176,0.14,0.134,0.1245
s054,False,NormalizedManhattan,True,2,0.043,0.265,0.122,0.111,0.13525
s054,False,NormalizedManhattan,True,2,0.058,0.14,0.085,0.096,0.09475
s054,False,NormalizedManhattan,True,2,0.048,0.19,0.102,0.104,0.11099999999999999
s054,False,NormalizedManhattan,True,2,0.051,0.158,0.137,0.125,0.11775
s054,False,NormalizedManhattan,False,2,0.02,0.249,0.206,0.183,0.16449999999999998
s054,False,NormalizedManhattan,False,2,0.157,0.223,0.143,0.188,0.17775000000000002
s054,False,NormalizedManhattan,True,2,0.052,0.167,0.143,0.116,0.1195
s054,False,NormalizedManhattan,True,2,0.039,0.132,0.104,0.11,0.09625
s054,False,NormalizedManhattan,True,2,0.04,0.133,0.11,0.099,0.0955
s054,False,NormalizedManhattan,True,2,0.03,0.211,0.156,0.14,0.13425
s054,False,NormalizedManhattan,True,2,0.026,0.151,0.121,0.118,0.104
s054,False,NormalizedManhattan,True,2,0.05,0.188,0.115,0.125,0.1195
s054,False,NormalizedManhattan,True,2,0.049,0.234,0.137,0.126,0.1365
s054,False,NormalizedManhattan,True,2,0.041,0.191,0.146,0.146,0.131
s054,False,NormalizedManhattan,True,2,0.041,0.169,0.129,0.134,0.11825000000000001
s054,False,NormalizedManhattan,True,2,0.03,0.192,0.11,0.126,0.1145
s054,False,NormalizedManhattan,True,2,0.045,0.123,0.1,0.1,0.092
s054,False,NormalizedManhattan,True,2,0.052,0.189,0.127,0.128,0.124
s054,False,NormalizedManhattan,True,2,0.041,0.159,0.118,0.132,0.1125
s054,False,NormalizedManhattan,True,2,0.046,0.12,0.096,0.096,0.0895
s054,False,NormalizedManhattan,True,2,0.04,0.155,0.122,0.124,0.11025
s054,False,NormalizedManhattan,True,2,0.053,0.141,0.104,0.095,0.09825
s054,False,NormalizedManhattan,True,2,0.047,0.158,0.083,0.077,0.09125000000000001
s054,False,NormalizedManhattan,True,2,0.044,0.156,0.103,0.125,0.107
s054,False,NormalizedManhattan,True,2,0.063,0.155,0.117,0.112,0.11175
s054,False,NormalizedManhattan,False,2,0.043,0.256,0.19,0.176,0.16625
s054,False,NormalizedManhattan,False,2,0.064,0.289,0.207,0.196,0.189
s054,False,NormalizedManhattan,True,2,0.045,0.143,0.1,0.107,0.09875
s054,False,NormalizedManhattan,True,2,0.05,0.163,0.094,0.104,0.10275000000000001
s054,False,NormalizedManhattan,True,2,0.052,0.173,0.148,0.124,0.12425
s053,False,NormalizedManhattan,True,2,0.049,0.187,0.168,0.166,0.14250000000000002
s053,False,NormalizedManhattan,True,2,0.043,0.166,0.143,0.15,0.1255
s053,False,NormalizedManhattan,True,2,0.062,0.144,0.117,0.108,0.10775
s053,False,NormalizedManhattan,True,2,0.032,0.163,0.127,0.123,0.11125
s053,False,NormalizedManhattan,True,2,0.087,0.161,0.129,0.095,0.118
s053,False,NormalizedManhattan,True,2,0.057,0.168,0.13,0.136,0.12275
s053,False,NormalizedManhattan,True,2,0.065,0.15,0.114,0.108,0.10925
s053,False,NormalizedManhattan,True,2,0.029,0.125,0.093,0.098,0.08625
s053,False,NormalizedManhattan,False,2,0.051,0.234,0.21,0.191,0.17149999999999999
s053,False,NormalizedManhattan,True,2,0.07,0.137,0.119,0.094,0.10500000000000001
s053,False,NormalizedManhattan,True,2,0.041,0.198,0.172,0.143,0.1385
s053,False,NormalizedManhattan,True,2,0.045,0.133,0.118,0.109,0.10124999999999999
s053,False,NormalizedManhattan,True,2,0.043,0.124,0.093,0.102,0.0905
s053,False,NormalizedManhattan,True,2,0.058,0.083,0.08,0.067,0.07200000000000001
s053,False,NormalizedManhattan,True,2,0.038,0.113,0.113,0.112,0.094
s053,False,NormalizedManhattan,True,2,0.074,0.151,0.127,0.122,0.1185
s053,False,NormalizedManhattan,False,2,0.07,0.223,0.191,0.164,0.162
s053,False,NormalizedManhattan,True,2,0.05,0.138,0.123,0.099,0.10250000000000001
s053,False,NormalizedManhattan,True,2,0.053,0.21,0.163,0.155,0.14525000000000002
s053,False,NormalizedManhattan,True,2,0.056,0.111,0.097,0.097,0.09025
s053,False,NormalizedManhattan,False,2,0.048,0.232,0.186,0.176,0.1605
s053,False,NormalizedManhattan,True,2,0.034,0.171,0.141,0.147,0.12325
s053,False,NormalizedManhattan,True,2,0.042,0.123,0.105,0.101,0.09275
s053,False,NormalizedManhattan,True,2,0.075,0.14,0.122,0.112,0.11225
s053,False,NormalizedManhattan,True,2,0.067,0.17,0.133,0.123,0.12325
s053,False,NormalizedManhattan,True,2,0.044,0.137,0.115,0.11,0.10149999999999999
s053,False,NormalizedManhattan,True,2,0.046,0.182,0.156,0.134,0.1295
s053,False,NormalizedManhattan,True,2,0.045,0.198,0.157,0.155,0.13875
s053,False,NormalizedManhattan,True,2,0.053,0.109,0.086,0.086,0.08349999999999999
s053,False,NormalizedManhattan,True,2,0.047,0.145,0.117,0.122,0.10775
s053,False,NormalizedManhattan,True,2,0.06,0.157,0.131,0.121,0.11725
s053,False,NormalizedManhattan,True,2,0.044,0.209,0.163,0.169,0.14625000000000002
s053,False,NormalizedManhattan,True,2,0.053,0.129,0.124,0.103,0.10225
s053,False,NormalizedManhattan,True,2,0.047,0.078,0.072,0.071,0.067
s053,False,NormalizedManhattan,True,2,0.037,0.163,0.14,0.113,0.11325
s053,False,NormalizedManhattan,True,2,0.051,0.183,0.154,0.142,0.1325
s053,False,NormalizedManhattan,True,2,0.053,0.164,0.137,0.125,0.11975
s053,False,NormalizedManhattan,True,2,0.039,0.164,0.135,0.134,0.11800000000000001
s053,False,NormalizedManhattan,False,2,0.067,0.247,0.199,0.192,0.17625000000000002
s053,False,NormalizedManhattan,True,2,0.043,0.205,0.165,0.16,0.14325000000000002
s053,False,NormalizedManhattan,False,2,0.064,0.21,0.172,0.158,0.151
s053,False,NormalizedManhattan,True,2,0.044,0.168,0.13,0.131,0.11825000000000001
s053,False,NormalizedManhattan,True,2,0.037,0.175,0.132,0.132,0.119
s053,False,NormalizedManhattan,False,2,0.055,0.223,0.171,0.166,0.15375000000000003
s053,False,NormalizedManhattan,True,2,0.073,0.18,0.159,0.131,0.13575
s053,False,NormalizedManhattan,True,2,0.068,0.143,0.115,0.104,0.1075
s053,False,NormalizedManhattan,False,2,0.058,0.237,0.173,0.136,0.151
s053,False,NormalizedManhattan,True,2,0.053,0.161,0.123,0.126,0.11574999999999999
s053,False,NormalizedManhattan,True,2,0.074,0.243,0.135,0.116,0.14200000000000002
s053,False,NormalizedManhattan,True,2,0.054,0.182,0.149,0.146,0.13275
s053,False,NormalizedManhattan,True,2,0.074,0.139,0.094,0.087,0.0985
s053,False,NormalizedManhattan,True,2,0.062,0.168,0.136,0.134,0.125
s053,False,NormalizedManhattan,True,2,0.094,0.148,0.132,0.12,0.1235
s053,False,NormalizedManhattan,True,2,0.055,0.159,0.145,0.124,0.12075
s053,False,NormalizedManhattan,True,2,0.036,0.188,0.143,0.113,0.12
s053,False,NormalizedManhattan,True,2,0.034,0.142,0.116,0.104,0.09899999999999999
s053,False,NormalizedManhattan,True,2,0.048,0.146,0.126,0.12,0.11
s053,False,NormalizedManhattan,True,2,0.05,0.105,0.086,0.094,0.08374999999999999
s053,False,NormalizedManhattan,True,2,0.044,0.197,0.162,0.155,0.1395
s053,False,NormalizedManhattan,True,2,0.048,0.181,0.146,0.131,0.1265
s053,False,NormalizedManhattan,True,2,0.063,0.161,0.134,0.134,0.123
s053,False,NormalizedManhattan,True,2,0.051,0.169,0.138,0.122,0.12
s053,False,NormalizedManhattan,True,2,0.049,0.186,0.134,0.129,0.1245
s053,False,NormalizedManhattan,True,2,0.056,0.15,0.125,0.124,0.11374999999999999
s052,False,NormalizedManhattan,False,2,0.047,0.213,0.182,0.18,0.1555
s052,False,NormalizedManhattan,True,2,0.054,0.141,0.132,0.129,0.11399999999999999
s052,False,NormalizedManhattan,True,2,0.054,0.192,0.177,0.166,0.14725
s052,False,NormalizedManhattan,True,2,0.043,0.138,0.121,0.118,0.105
s052,False,NormalizedManhattan,True,2,0.072,0.162,0.129,0.103,0.11649999999999999
s052,False,NormalizedManhattan,True,2,0.055,0.205,0.165,0.174,0.14975
s052,False,NormalizedManhattan,False,2,0.069,0.222,0.187,0.176,0.1635
s052,False,NormalizedManhattan,False,2,0.102,0.208,0.175,0.172,0.16425
s052,False,NormalizedManhattan,True,2,0.047,0.202,0.171,0.177,0.14925
s052,False,NormalizedManhattan,True,2,0.046,0.159,0.148,0.136,0.12225
s052,False,NormalizedManhattan,False,2,0.073,0.243,0.177,0.169,0.1655
s052,False,NormalizedManhattan,False,2,0.072,0.203,0.161,0.175,0.15275
s052,False,NormalizedManhattan,True,2,0.045,0.195,0.132,0.155,0.13175
s052,False,NormalizedManhattan,True,2,0.058,0.201,0.164,0.158,0.14525000000000002
s052,False,NormalizedManhattan,False,2,0.06,0.214,0.19,0.176,0.16
s052,False,NormalizedManhattan,False,2,0.058,0.245,0.225,0.224,0.188
s052,False,NormalizedManhattan,True,2,0.03,0.212,0.171,0.162,0.14375000000000002
s052,False,NormalizedManhattan,True,2,0.06,0.212,0.148,0.142,0.1405
s052,False,NormalizedManhattan,True,2,0.038,0.193,0.139,0.15,0.13
s052,False,NormalizedManhattan,True,2,0.054,0.177,0.125,0.155,0.12775
s052,False,NormalizedManhattan,False,2,0.066,0.208,0.185,0.186,0.16125
s052,False,NormalizedManhattan,True,2,0.069,0.203,0.167,0.159,0.14950000000000002
s052,False,NormalizedManhattan,False,2,0.058,0.239,0.208,0.202,0.17675000000000002
s052,False,NormalizedManhattan,False,2,0.056,0.27,0.216,0.2,0.1855
s052,False,NormalizedManhattan,True,2,0.072,0.151,0.119,0.104,0.11149999999999999
s052,False,NormalizedManhattan,False,2,0.053,0.25,0.149,0.15,0.1505
s052,False,NormalizedManhattan,False,2,0.065,0.239,0.209,0.195,0.177
s052,False,NormalizedManhattan,True,2,0.055,0.172,0.155,0.15,0.133
s052,False,NormalizedManhattan,True,2,0.034,0.184,0.159,0.151,0.132
s052,False,NormalizedManhattan,True,2,0.042,0.204,0.175,0.171,0.148
s052,False,NormalizedManhattan,False,2,0.073,0.238,0.189,0.195,0.17375000000000002
s052,False,NormalizedManhattan,True,2,0.079,0.155,0.13,0.148,0.128
s052,False,NormalizedManhattan,False,2,0.057,0.228,0.191,0.169,0.16125
s052,False,NormalizedManhattan,True,2,0.059,0.173,0.147,0.13,0.12725
s052,False,NormalizedManhattan,False,2,0.062,0.198,0.184,0.181,0.15625
s052,False,NormalizedManhattan,False,2,0.074,0.258,0.173,0.16,0.16625
s052,False,NormalizedManhattan,False,2,0.056,0.231,0.195,0.176,0.1645
s052,False,NormalizedManhattan,True,2,0.033,0.228,0.169,0.158,0.14700000000000002
s052,False,NormalizedManhattan,True,2,0.062,0.209,0.164,0.156,0.14775000000000002
s052,False,NormalizedManhattan,True,2,0.062,0.181,0.156,0.148,0.13675
s052,False,NormalizedManhattan,False,2,0.048,0.214,0.171,0.174,0.15175
s052,False,NormalizedManhattan,True,2,0.054,0.21,0.175,0.151,0.1475
s052,False,NormalizedManhattan,True,2,0.068,0.176,0.159,0.145,0.137
s052,False,NormalizedManhattan,True,2,0.048,0.176,0.16,0.147,0.13275
s052,False,NormalizedManhattan,True,2,0.035,0.168,0.151,0.152,0.1265
s052,False,NormalizedManhattan,False,2,0.057,0.413,0.224,0.21,0.22599999999999998
s052,False,NormalizedManhattan,False,2,0.026,0.276,0.23,0.212,0.186
s052,False,NormalizedManhattan,False,2,0.065,0.264,0.191,0.182,0.1755
s052,False,NormalizedManhattan,False,2,0.048,0.251,0.183,0.165,0.16175
s052,False,NormalizedManhattan,False,2,0.091,0.203,0.192,0.193,0.16975
s052,False,NormalizedManhattan,True,2,0.055,0.208,0.147,0.146,0.139
s052,False,NormalizedManhattan,True,2,0.057,0.186,0.147,0.138,0.132
s052,False,NormalizedManhattan,True,2,0.066,0.192,0.122,0.14,0.13
s052,False,NormalizedManhattan,False,2,0.059,0.217,0.168,0.166,0.15250000000000002
s052,False,NormalizedManhattan,True,2,0.046,0.178,0.154,0.14,0.1295
s052,False,NormalizedManhattan,False,2,0.064,0.215,0.162,0.169,0.15250000000000002
s052,False,NormalizedManhattan,True,2,0.042,0.189,0.167,0.155,0.13825
s052,False,NormalizedManhattan,False,2,0.047,0.222,0.192,0.185,0.1615
s052,False,NormalizedManhattan,False,2,0.056,0.216,0.191,0.187,0.1625
s052,False,NormalizedManhattan,True,2,0.03,0.191,0.169,0.169,0.13975
