Login,IsLegalUser,AuthenticationMethod,IsAuthenticated,N,H_Score,DU_Score,UU_Score,DD_Score,TotalAuthenticationScore
s057,False,Euclidian,True,3,0.025,0.079,0.07,0.072,0.0615
s057,False,Euclidian,True,3,0.027,0.144,0.122,0.12,0.10325
s057,False,Euclidian,True,3,0.018,0.138,0.128,0.131,0.10375000000000001
s057,False,Euclidian,True,3,0.024,0.081,0.08,0.083,0.067
s057,False,Euclidian,True,3,0.016,0.12,0.11,0.11,0.089
s057,False,Euclidian,True,3,0.013,0.152,0.157,0.159,0.12025
s057,False,Euclidian,True,3,0.027,0.055,0.044,0.041,0.04175
s057,False,Euclidian,True,3,0.024,0.063,0.071,0.063,0.055249999999999994
s057,False,Euclidian,True,3,0.011,0.131,0.13,0.13,0.1005
s057,False,Euclidian,True,3,0.069,0.169,0.095,0.103,0.109
s057,False,Euclidian,True,3,0.02,0.119,0.121,0.109,0.09225
s057,True,Euclidian,True,3,0.019,0.172,0.156,0.158,0.12625
s057,True,Euclidian,True,3,0.007,0.178,0.174,0.175,0.1335
s057,True,Euclidian,True,3,0.007,0.158,0.158,0.158,0.12025
s057,True,Euclidian,True,3,0.024,0.204,0.181,0.187,0.149
s057,True,Euclidian,True,3,0.022,0.169,0.148,0.148,0.12175
s057,True,Euclidian,True,3,0.009,0.146,0.142,0.146,0.11074999999999999
s057,True,Euclidian,True,3,0.02,0.178,0.16,0.164,0.1305
s057,True,Euclidian,True,3,0.012,0.167,0.166,0.17,0.12875
s056,True,Euclidian,False,3,0.019,0.303,0.32,0.322,0.241
s056,True,Euclidian,False,3,0.019,0.277,0.295,0.296,0.22175
s056,True,Euclidian,False,3,0.02,0.287,0.307,0.306,0.22999999999999998
s056,True,Euclidian,False,3,0.026,0.298,0.319,0.31,0.23825000000000002
s056,True,Euclidian,False,3,0.016,0.313,0.328,0.33,0.24675000000000002
s056,True,Euclidian,False,3,0.011,0.251,0.257,0.262,0.19525
s056,True,Euclidian,False,3,0.011,0.289,0.296,0.296,0.22299999999999998
s056,True,Euclidian,False,3,0.018,0.304,0.319,0.323,0.241
s056,True,Euclidian,False,3,0.011,0.299,0.309,0.311,0.23249999999999998
s056,True,Euclidian,False,3,0.013,0.298,0.31,0.311,0.23299999999999998
s056,True,Euclidian,False,3,0.016,0.282,0.298,0.298,0.22349999999999998
s056,True,Euclidian,False,3,0.017,0.264,0.282,0.28,0.21075
s056,True,Euclidian,False,3,0.02,0.293,0.312,0.316,0.23525000000000001
s056,True,Euclidian,False,3,0.026,0.282,0.302,0.301,0.22775
s056,True,Euclidian,False,3,0.014,0.263,0.275,0.274,0.20650000000000002
s056,True,Euclidian,False,3,0.019,0.314,0.331,0.332,0.249
s056,True,Euclidian,False,3,0.01,0.275,0.275,0.275,0.20875000000000002
s056,True,Euclidian,False,3,0.015,0.31,0.321,0.319,0.24125000000000002
s056,True,Euclidian,False,3,0.014,0.305,0.317,0.318,0.2385
s056,True,Euclidian,False,3,0.016,0.309,0.322,0.327,0.2435
s056,True,Euclidian,False,3,0.021,0.262,0.277,0.277,0.20925000000000002
s056,True,Euclidian,False,3,0.012,0.27,0.278,0.28,0.21000000000000002
s056,True,Euclidian,False,3,0.017,0.275,0.283,0.284,0.21475
s056,True,Euclidian,False,3,0.022,0.301,0.321,0.321,0.24125000000000002
s056,True,Euclidian,False,3,0.02,0.301,0.321,0.322,0.241
s056,True,Euclidian,False,3,0.022,0.307,0.328,0.329,0.2465
s056,True,Euclidian,False,3,0.022,0.287,0.308,0.31,0.23175
s056,True,Euclidian,False,3,0.013,0.284,0.289,0.291,0.21925
s056,True,Euclidian,False,3,0.019,0.307,0.324,0.325,0.24375000000000002
s056,True,Euclidian,False,3,0.016,0.307,0.314,0.316,0.23825000000000002
s056,True,Euclidian,False,3,0.014,0.316,0.324,0.327,0.24525000000000002
s056,True,Euclidian,False,3,0.023,0.299,0.322,0.323,0.24175000000000002
s056,True,Euclidian,False,3,0.019,0.309,0.314,0.317,0.23975000000000002
s056,True,Euclidian,False,3,0.016,0.301,0.31,0.313,0.235
s056,True,Euclidian,False,3,0.013,0.298,0.306,0.305,0.23049999999999998
s056,True,Euclidian,False,3,0.019,0.297,0.315,0.317,0.237
s056,True,Euclidian,False,3,0.014,0.253,0.264,0.265,0.199
s056,True,Euclidian,False,3,0.023,0.299,0.303,0.304,0.23225
s056,True,Euclidian,False,3,0.026,0.301,0.325,0.328,0.245
s056,True,Euclidian,False,3,0.017,0.305,0.32,0.321,0.24075000000000002
s056,True,Euclidian,False,3,0.031,0.275,0.298,0.294,0.22450000000000003
s056,True,Euclidian,False,3,0.021,0.292,0.311,0.31,0.23349999999999999
s056,True,Euclidian,False,3,0.022,0.297,0.318,0.317,0.2385
s056,True,Euclidian,False,3,0.027,0.298,0.325,0.325,0.24375000000000002
s056,True,Euclidian,False,3,0.026,0.3,0.327,0.326,0.24475000000000002
s056,True,Euclidian,False,3,0.019,0.279,0.298,0.297,0.22325
s056,True,Euclidian,False,3,0.024,0.3,0.324,0.324,0.243
s056,True,Euclidian,False,3,0.015,0.294,0.308,0.307,0.23099999999999998
s056,True,Euclidian,False,3,0.019,0.287,0.299,0.3,0.22625
s056,True,Euclidian,False,3,0.019,0.301,0.319,0.319,0.2395
s056,True,Euclidian,False,3,0.018,0.304,0.321,0.32,0.24075000000000002
s056,True,Euclidian,False,3,0.016,0.302,0.317,0.318,0.23825000000000002
s056,True,Euclidian,False,3,0.021,0.282,0.298,0.299,0.22499999999999998
s056,True,Euclidian,False,3,0.018,0.296,0.312,0.313,0.23475000000000001
s056,True,Euclidian,False,3,0.011,0.302,0.308,0.315,0.23399999999999999
s056,True,Euclidian,False,3,0.016,0.269,0.279,0.28,0.21100000000000002
s056,True,Euclidian,False,3,0.009,0.312,0.316,0.316,0.23825000000000002
s056,True,Euclidian,False,3,0.012,0.279,0.288,0.29,0.21725
s056,True,Euclidian,False,3,0.017,0.304,0.311,0.313,0.23625000000000002
s056,True,Euclidian,False,3,0.015,0.272,0.287,0.288,0.21550000000000002
s056,True,Euclidian,False,3,0.017,0.27,0.276,0.277,0.21000000000000002
s056,True,Euclidian,False,3,0.012,0.313,0.323,0.325,0.24325000000000002
s056,True,Euclidian,False,3,0.017,0.286,0.302,0.305,0.22749999999999998
s056,True,Euclidian,False,3,0.01,0.307,0.313,0.317,0.23675000000000002
s055,True,Euclidian,True,3,0.014,0.15,0.155,0.159,0.1195
s055,True,Euclidian,True,3,0.012,0.135,0.144,0.145,0.10900000000000001
s055,True,Euclidian,True,3,0.015,0.153,0.159,0.157,0.121
s055,True,Euclidian,True,3,0.013,0.153,0.156,0.156,0.1195
s055,True,Euclidian,True,3,0.017,0.159,0.157,0.16,0.12325
s055,True,Euclidian,True,3,0.014,0.158,0.162,0.163,0.12425
s055,True,Euclidian,True,3,0.017,0.152,0.157,0.159,0.12125
s055,True,Euclidian,True,3,0.013,0.146,0.154,0.158,0.11775
s055,True,Euclidian,True,3,0.017,0.15,0.155,0.157,0.11975
s055,True,Euclidian,True,3,0.015,0.151,0.156,0.158,0.12
s055,True,Euclidian,True,3,0.015,0.153,0.159,0.16,0.12175
s055,True,Euclidian,True,3,0.016,0.152,0.155,0.157,0.12
s055,True,Euclidian,True,3,0.015,0.155,0.155,0.157,0.1205
s055,True,Euclidian,True,3,0.016,0.151,0.155,0.158,0.12
s055,True,Euclidian,True,3,0.014,0.162,0.156,0.159,0.12275
s055,True,Euclidian,True,3,0.013,0.15,0.153,0.156,0.118
s055,True,Euclidian,True,3,0.015,0.17,0.155,0.16,0.125
s055,True,Euclidian,True,3,0.016,0.152,0.14,0.142,0.11249999999999999
s055,True,Euclidian,True,3,0.023,0.176,0.151,0.156,0.1265
s055,True,Euclidian,True,3,0.014,0.172,0.156,0.16,0.1255
s055,True,Euclidian,True,3,0.017,0.144,0.144,0.146,0.11274999999999999
s055,True,Euclidian,True,3,0.017,0.166,0.151,0.153,0.12175
s055,True,Euclidian,True,3,0.023,0.168,0.149,0.152,0.123
s055,True,Euclidian,True,3,0.018,0.164,0.15,0.153,0.12125
s055,True,Euclidian,True,3,0.016,0.163,0.155,0.156,0.1225
s055,True,Euclidian,True,3,0.016,0.151,0.146,0.145,0.11449999999999999
s055,True,Euclidian,True,3,0.017,0.158,0.152,0.151,0.1195
s055,True,Euclidian,True,3,0.012,0.153,0.152,0.157,0.1185
s055,True,Euclidian,True,3,0.017,0.154,0.148,0.154,0.11825
s055,True,Euclidian,True,3,0.016,0.161,0.16,0.164,0.12525
s055,True,Euclidian,True,3,0.016,0.159,0.158,0.162,0.12375
s055,True,Euclidian,True,3,0.012,0.136,0.142,0.144,0.10850000000000001
s055,True,Euclidian,True,3,0.015,0.164,0.16,0.162,0.12525
s055,True,Euclidian,True,3,0.017,0.16,0.156,0.159,0.123
s055,True,Euclidian,True,3,0.02,0.16,0.155,0.151,0.1215
s055,True,Euclidian,True,3,0.015,0.162,0.155,0.16,0.123
s055,True,Euclidian,True,3,0.019,0.148,0.133,0.139,0.10975
s055,True,Euclidian,True,3,0.018,0.167,0.151,0.154,0.1225
s055,True,Euclidian,True,3,0.012,0.133,0.129,0.134,0.10200000000000001
s055,True,Euclidian,True,3,0.019,0.137,0.118,0.12,0.0985
s055,True,Euclidian,True,3,0.012,0.16,0.155,0.159,0.1215
s055,True,Euclidian,True,3,0.015,0.14,0.145,0.145,0.11125000000000002
s055,True,Euclidian,True,3,0.013,0.157,0.16,0.158,0.122
s055,True,Euclidian,True,3,0.014,0.159,0.159,0.162,0.1235
s055,True,Euclidian,True,3,0.014,0.141,0.136,0.14,0.10775000000000001
s055,True,Euclidian,True,3,0.011,0.153,0.147,0.15,0.11524999999999999
s055,True,Euclidian,True,3,0.017,0.153,0.147,0.151,0.11699999999999999
s055,True,Euclidian,True,3,0.011,0.151,0.154,0.157,0.11825
s055,True,Euclidian,True,3,0.011,0.155,0.155,0.158,0.11975
s055,True,Euclidian,True,3,0.011,0.146,0.15,0.152,0.11474999999999999
s055,True,Euclidian,True,3,0.013,0.147,0.154,0.156,0.1175
s055,True,Euclidian,True,3,0.013,0.143,0.147,0.151,0.11349999999999999
s055,True,Euclidian,True,3,0.014,0.138,0.148,0.151,0.11275000000000002
s055,True,Euclidian,True,3,0.017,0.136,0.146,0.151,0.11250000000000002
s055,True,Euclidian,True,3,0.012,0.142,0.152,0.154,0.11499999999999999
s055,True,Euclidian,True,3,0.014,0.143,0.153,0.155,0.11624999999999999
s055,True,Euclidian,True,3,0.015,0.141,0.146,0.148,0.11249999999999999
s055,True,Euclidian,True,3,0.012,0.144,0.146,0.15,0.11299999999999999
s055,True,Euclidian,True,3,0.012,0.148,0.155,0.158,0.11825
s055,True,Euclidian,True,3,0.015,0.146,0.155,0.156,0.118
s055,True,Euclidian,True,3,0.008,0.153,0.151,0.153,0.11624999999999999
s055,True,Euclidian,True,3,0.013,0.146,0.155,0.157,0.11775
s055,True,Euclidian,True,3,0.013,0.145,0.152,0.155,0.11624999999999999
s055,True,Euclidian,True,3,0.007,0.16,0.156,0.16,0.12075
s054,True,Euclidian,False,3,0.019,0.418,0.431,0.425,0.32325
s054,True,Euclidian,False,3,0.017,0.415,0.426,0.422,0.32
s054,True,Euclidian,False,3,0.017,0.428,0.44,0.437,0.3305
s054,True,Euclidian,False,3,0.015,0.418,0.429,0.427,0.32225
s054,True,Euclidian,False,3,0.02,0.416,0.432,0.431,0.32475
s054,True,Euclidian,False,3,0.021,0.394,0.416,0.413,0.311
s054,True,Euclidian,False,3,0.014,0.424,0.433,0.431,0.3255
s054,True,Euclidian,False,3,0.01,0.321,0.328,0.325,0.246
s054,True,Euclidian,False,3,0.021,0.409,0.426,0.424,0.32
s054,True,Euclidian,False,3,0.008,0.407,0.41,0.408,0.30824999999999997
s054,True,Euclidian,False,3,0.017,0.4,0.416,0.415,0.312
s054,True,Euclidian,False,3,0.016,0.397,0.416,0.409,0.3095
s054,True,Euclidian,False,3,0.019,0.404,0.422,0.421,0.3165
s054,True,Euclidian,False,3,0.017,0.396,0.414,0.41,0.30924999999999997
s054,True,Euclidian,False,3,0.017,0.396,0.386,0.388,0.29675
s054,True,Euclidian,False,3,0.011,0.411,0.411,0.406,0.30974999999999997
s054,True,Euclidian,False,3,0.014,0.426,0.412,0.411,0.31575
s054,True,Euclidian,False,3,0.016,0.399,0.393,0.394,0.3005
s054,True,Euclidian,False,3,0.013,0.431,0.423,0.423,0.3225
s054,True,Euclidian,False,3,0.01,0.291,0.298,0.295,0.22349999999999998
s054,True,Euclidian,False,3,0.017,0.441,0.425,0.426,0.32725
s054,True,Euclidian,False,3,0.018,0.427,0.416,0.417,0.3195
s054,True,Euclidian,False,3,0.013,0.419,0.413,0.412,0.31425
s054,True,Euclidian,False,3,0.015,0.429,0.418,0.415,0.31925
s054,True,Euclidian,False,3,0.014,0.449,0.435,0.433,0.33275
s054,True,Euclidian,False,3,0.014,0.447,0.436,0.436,0.33325
s054,True,Euclidian,False,3,0.016,0.433,0.422,0.426,0.32425
s054,True,Euclidian,False,3,0.009,0.312,0.311,0.306,0.2345
s054,True,Euclidian,False,3,0.023,0.438,0.414,0.415,0.3225
s054,True,Euclidian,False,3,0.018,0.421,0.402,0.402,0.31074999999999997
s054,True,Euclidian,False,3,0.018,0.437,0.419,0.417,0.32275
s054,True,Euclidian,False,3,0.021,0.411,0.395,0.41,0.30924999999999997
s054,True,Euclidian,False,3,0.016,0.431,0.425,0.424,0.324
s054,True,Euclidian,False,3,0.014,0.435,0.432,0.431,0.328
s054,True,Euclidian,False,3,0.014,0.329,0.337,0.335,0.25375000000000003
s054,True,Euclidian,False,3,0.011,0.389,0.392,0.387,0.29475
s054,True,Euclidian,False,3,0.013,0.419,0.412,0.41,0.3135
s054,True,Euclidian,False,3,0.012,0.426,0.425,0.424,0.32175
s054,True,Euclidian,False,3,0.009,0.42,0.42,0.418,0.31675
s054,True,Euclidian,False,3,0.013,0.409,0.41,0.407,0.30974999999999997
s054,True,Euclidian,False,3,0.016,0.397,0.393,0.391,0.29925
s054,True,Euclidian,False,3,0.01,0.381,0.381,0.378,0.2875
s054,True,Euclidian,False,3,0.01,0.434,0.428,0.427,0.32475
s054,True,Euclidian,False,3,0.014,0.439,0.44,0.438,0.33275
s054,True,Euclidian,False,3,0.017,0.42,0.414,0.415,0.3165
s054,True,Euclidian,False,3,0.014,0.43,0.432,0.431,0.32675
s054,True,Euclidian,False,3,0.015,0.398,0.404,0.404,0.30525
s054,True,Euclidian,False,3,0.014,0.406,0.402,0.401,0.30575
s054,True,Euclidian,False,3,0.011,0.403,0.412,0.411,0.30925
s054,True,Euclidian,False,3,0.011,0.395,0.396,0.394,0.29900000000000004
s054,True,Euclidian,False,3,0.009,0.429,0.423,0.422,0.32075
s054,True,Euclidian,False,3,0.01,0.379,0.385,0.382,0.28900000000000003
s054,True,Euclidian,False,3,0.012,0.429,0.422,0.421,0.321
s054,True,Euclidian,False,3,0.011,0.426,0.422,0.422,0.32025
s054,True,Euclidian,False,3,0.01,0.454,0.448,0.458,0.3425
s054,True,Euclidian,False,3,0.019,0.283,0.293,0.294,0.22225
s054,True,Euclidian,False,3,0.014,0.41,0.418,0.418,0.315
s054,True,Euclidian,False,3,0.009,0.363,0.367,0.366,0.27625
s054,True,Euclidian,False,3,0.014,0.393,0.408,0.405,0.305
s054,True,Euclidian,False,3,0.015,0.39,0.406,0.403,0.3035
s054,True,Euclidian,False,3,0.02,0.372,0.393,0.391,0.29400000000000004
s054,True,Euclidian,False,3,0.02,0.393,0.413,0.411,0.30925
s054,True,Euclidian,False,3,0.022,0.274,0.297,0.294,0.22175
s054,True,Euclidian,False,3,0.016,0.361,0.374,0.374,0.28125
s053,True,Euclidian,True,3,0.008,0.154,0.162,0.161,0.12125
s053,True,Euclidian,True,3,0.015,0.114,0.128,0.124,0.09525
s053,True,Euclidian,True,3,0.018,0.136,0.153,0.153,0.11499999999999999
s053,True,Euclidian,True,3,0.018,0.157,0.175,0.172,0.1305
s053,True,Euclidian,True,3,0.013,0.137,0.148,0.148,0.11150000000000002
s053,True,Euclidian,True,3,0.009,0.109,0.111,0.109,0.08449999999999999
s053,True,Euclidian,True,3,0.012,0.105,0.119,0.114,0.0875
s053,True,Euclidian,True,3,0.019,0.17,0.189,0.189,0.14175
s053,True,Euclidian,True,3,0.007,0.154,0.16,0.16,0.12025
s053,True,Euclidian,True,3,0.015,0.177,0.192,0.191,0.14375
s053,True,Euclidian,True,3,0.022,0.167,0.19,0.188,0.14175
s053,True,Euclidian,True,3,0.024,0.14,0.165,0.161,0.1225
s053,True,Euclidian,True,3,0.009,0.163,0.172,0.169,0.12825
s053,True,Euclidian,True,3,0.022,0.166,0.187,0.189,0.14100000000000001
s053,True,Euclidian,True,3,0.013,0.062,0.073,0.076,0.055999999999999994
s053,True,Euclidian,True,3,0.013,0.153,0.166,0.166,0.1245
s053,True,Euclidian,True,3,0.013,0.161,0.174,0.173,0.13024999999999998
s053,True,Euclidian,True,3,0.011,0.143,0.153,0.153,0.11499999999999999
s053,True,Euclidian,True,3,0.015,0.125,0.139,0.14,0.10475000000000001
s053,True,Euclidian,True,3,0.013,0.09,0.095,0.089,0.07175000000000001
s053,True,Euclidian,True,3,0.016,0.173,0.19,0.189,0.14200000000000002
s053,True,Euclidian,True,3,0.011,0.157,0.168,0.166,0.1255
s053,True,Euclidian,True,3,0.018,0.16,0.178,0.177,0.13324999999999998
s053,True,Euclidian,True,3,0.011,0.155,0.165,0.162,0.12325
s053,True,Euclidian,True,3,0.01,0.137,0.148,0.137,0.10800000000000001
s053,True,Euclidian,True,3,0.021,0.153,0.174,0.174,0.1305
s053,True,Euclidian,True,3,0.017,0.17,0.187,0.186,0.14
s053,True,Euclidian,True,3,0.018,0.136,0.152,0.152,0.11449999999999999
s053,True,Euclidian,True,3,0.012,0.174,0.187,0.186,0.13974999999999999
s053,True,Euclidian,True,3,0.007,0.175,0.175,0.178,0.13374999999999998
s053,True,Euclidian,True,3,0.012,0.132,0.141,0.143,0.10700000000000001
s053,True,Euclidian,True,3,0.011,0.158,0.169,0.167,0.12625
s053,True,Euclidian,True,3,0.019,0.154,0.168,0.154,0.12375
s053,True,Euclidian,True,3,0.017,0.133,0.147,0.147,0.11100000000000002
s053,True,Euclidian,True,3,0.011,0.132,0.136,0.14,0.10475000000000001
s053,True,Euclidian,True,3,0.019,0.157,0.174,0.175,0.13124999999999998
s053,True,Euclidian,True,3,0.013,0.174,0.185,0.188,0.14
s053,True,Euclidian,True,3,0.017,0.108,0.117,0.116,0.0895
s053,True,Euclidian,True,3,0.019,0.148,0.168,0.166,0.12525
s053,True,Euclidian,True,3,0.011,0.161,0.168,0.168,0.127
s053,True,Euclidian,True,3,0.025,0.154,0.17,0.162,0.12775
s053,True,Euclidian,True,3,0.011,0.164,0.172,0.172,0.12974999999999998
s053,True,Euclidian,True,3,0.004,0.143,0.147,0.146,0.10999999999999999
s053,True,Euclidian,True,3,0.005,0.164,0.167,0.167,0.12575
s053,True,Euclidian,True,3,0.007,0.154,0.161,0.157,0.11975
s053,True,Euclidian,True,3,0.01,0.169,0.175,0.177,0.13274999999999998
s053,True,Euclidian,True,3,0.011,0.134,0.142,0.143,0.10750000000000001
s053,True,Euclidian,True,3,0.005,0.159,0.155,0.153,0.118
s053,True,Euclidian,True,3,0.005,0.163,0.167,0.166,0.12525
s053,True,Euclidian,True,3,0.006,0.143,0.143,0.142,0.10849999999999999
s053,True,Euclidian,True,3,0.002,0.139,0.138,0.137,0.10400000000000001
s053,True,Euclidian,True,3,0.017,0.085,0.088,0.084,0.0685
s053,True,Euclidian,True,3,0.013,0.158,0.172,0.17,0.12825
s053,True,Euclidian,True,3,0.009,0.131,0.14,0.139,0.10475000000000001
s053,True,Euclidian,True,3,0.01,0.136,0.146,0.145,0.10925000000000001
s053,True,Euclidian,True,3,0.014,0.15,0.158,0.159,0.12025
s053,True,Euclidian,True,3,0.012,0.162,0.172,0.173,0.12974999999999998
s053,True,Euclidian,True,3,0.008,0.157,0.165,0.164,0.1235
s053,True,Euclidian,True,3,0.011,0.147,0.158,0.157,0.11825
s053,True,Euclidian,True,3,0.012,0.105,0.113,0.116,0.0865
s053,True,Euclidian,True,3,0.012,0.159,0.171,0.171,0.12825
s053,True,Euclidian,True,3,0.008,0.094,0.103,0.096,0.07525000000000001
s053,True,Euclidian,True,3,0.015,0.148,0.161,0.162,0.1215
s053,True,Euclidian,True,3,0.011,0.12,0.129,0.131,0.09775
s052,True,Euclidian,False,3,0.004,0.434,0.431,0.433,0.3255
s052,True,Euclidian,False,3,0.007,0.376,0.383,0.384,0.2875
s052,True,Euclidian,False,3,0.007,0.409,0.412,0.413,0.31024999999999997
s052,True,Euclidian,False,3,0.006,0.413,0.412,0.412,0.31074999999999997
s052,True,Euclidian,False,3,0.015,0.339,0.327,0.326,0.25175000000000003
s052,True,Euclidian,False,3,0.007,0.414,0.418,0.418,0.31425
s052,True,Euclidian,False,3,0.012,0.404,0.411,0.411,0.3095
s052,True,Euclidian,False,3,0.023,0.389,0.412,0.412,0.309
s052,True,Euclidian,False,3,0.011,0.44,0.448,0.444,0.33575
s052,True,Euclidian,False,3,0.011,0.447,0.457,0.458,0.34325
s052,True,Euclidian,False,3,0.012,0.454,0.467,0.466,0.34975
s052,True,Euclidian,False,3,0.009,0.439,0.441,0.441,0.3325
s052,True,Euclidian,False,3,0.011,0.421,0.416,0.415,0.31575
s052,True,Euclidian,False,3,0.012,0.426,0.429,0.428,0.32375
s052,True,Euclidian,False,3,0.008,0.441,0.44,0.44,0.33225
s052,True,Euclidian,False,3,0.008,0.355,0.353,0.349,0.26625
s052,True,Euclidian,False,3,0.013,0.421,0.429,0.429,0.323
s052,True,Euclidian,False,3,0.012,0.325,0.328,0.33,0.24875000000000003
s052,True,Euclidian,False,3,0.012,0.392,0.404,0.402,0.3025
s052,True,Euclidian,False,3,0.009,0.388,0.395,0.394,0.2965
s052,True,Euclidian,False,3,0.008,0.383,0.387,0.387,0.29125
s052,True,Euclidian,False,3,0.009,0.399,0.407,0.408,0.30574999999999997
s052,True,Euclidian,False,3,0.015,0.358,0.372,0.372,0.27925
s052,True,Euclidian,False,3,0.015,0.335,0.349,0.35,0.26225
s052,True,Euclidian,False,3,0.01,0.339,0.334,0.336,0.25475000000000003
s052,True,Euclidian,False,3,0.013,0.369,0.358,0.357,0.27425
s052,True,Euclidian,False,3,0.014,0.409,0.398,0.396,0.30425
s052,True,Euclidian,False,3,0.02,0.418,0.399,0.397,0.3085
s052,True,Euclidian,False,3,0.016,0.383,0.37,0.369,0.2845
s052,True,Euclidian,False,3,0.025,0.38,0.356,0.354,0.27875
s052,True,Euclidian,False,3,0.017,0.433,0.417,0.416,0.32075
s052,True,Euclidian,False,3,0.022,0.362,0.34,0.338,0.2655
s052,True,Euclidian,False,3,0.016,0.382,0.372,0.373,0.28575
s052,True,Euclidian,False,3,0.015,0.402,0.388,0.388,0.29825
s052,True,Euclidian,False,3,0.013,0.428,0.422,0.42,0.32075
s052,True,Euclidian,False,3,0.014,0.389,0.38,0.377,0.29000000000000004
s052,True,Euclidian,False,3,0.02,0.337,0.335,0.335,0.25675000000000003
s052,True,Euclidian,False,3,0.017,0.343,0.332,0.332,0.256
s052,True,Euclidian,False,3,0.017,0.304,0.306,0.308,0.23375
s052,True,Euclidian,False,3,0.012,0.352,0.343,0.344,0.26275000000000004
s052,True,Euclidian,False,3,0.005,0.403,0.403,0.402,0.30325
s052,True,Euclidian,False,3,0.011,0.386,0.389,0.382,0.29200000000000004
s052,True,Euclidian,False,3,0.007,0.404,0.411,0.411,0.30825
s052,True,Euclidian,False,3,0.007,0.389,0.395,0.395,0.2965
s052,True,Euclidian,False,3,0.009,0.421,0.43,0.429,0.32225
s052,True,Euclidian,False,3,0.01,0.372,0.382,0.381,0.28625
s052,True,Euclidian,False,3,0.01,0.347,0.354,0.356,0.26675
s052,True,Euclidian,False,3,0.014,0.325,0.338,0.34,0.25425000000000003
s052,True,Euclidian,False,3,0.008,0.331,0.335,0.337,0.25275000000000003
s052,True,Euclidian,False,3,0.008,0.361,0.369,0.368,0.27649999999999997
s052,True,Euclidian,False,3,0.01,0.385,0.394,0.393,0.2955
s052,True,Euclidian,False,3,0.01,0.376,0.386,0.384,0.28900000000000003
